id_cliente,receita_total,numero_transacoes,id_produto,id,nome
40087,8273.02,30,954,40087.0,Ivonet
40088,6994.51,33,153,40088.0,Ivonete
40089,7989.58,32,143,40089.0,Ivoneth
40090,7965.5199999999995,27,236,40090.0,Ivonethe
40091,9473.15,37,293,40091.0,Ivoneti
40092,5187.61,27,55,40092.0,Ivoneto
40093,6766.83,24,30,40093.0,Ivonette
40094,6049.5599999999995,34,189,40094.0,Ivonety
40095,7762.0599999999995,25,190,40095.0,Ivoneusa
40096,5850.25,27,70,40096.0,Ivoney
40097,7332.7699999999995,32,282,40097.0,Ivonez
40098,6028.650000000001,26,383,40098.0,Ivonezio
40099,7986.79,31,148,40099.0,Ivoni
40100,7508.33,27,1019,40100.0,Ivonia
40101,10354.22,33,473,40101.0,Ivonice
40102,4590.660000000001,16,16,40102.0,Ivonici
40103,7148.5599999999995,23,204,40103.0,Ivonide
40104,9998.07,31,439,40104.0,Ivonil
40105,5612.09,31,629,40105.0,Ivonilce
40106,6080.62,23,100,40106.0,Ivonilda
40107,11539.62,39,490,40107.0,Ivonilde
40108,3959.62,21,214,40108.0,Ivonildes
40109,7806.9,28,635,40109.0,Ivonildo
40110,8757.55,35,619,40110.0,Ivonilsa
40111,7801.35,33,245,40111.0,Ivonilson
40112,7715.97,27,26,40112.0,Ivonilto
40113,10741.210000000001,34,104,40113.0,Ivonilton
40114,6058.12,24,767,40114.0,Ivonilza
40115,8263.89,32,1044,40115.0,Ivonio
40116,8479.42,32,512,40116.0,Ivonir
40117,4860.41,23,422,40117.0,Ivonira
40118,6338.610000000001,26,232,40118.0,Ivonise
40119,8613.630000000001,30,699,40119.0,Ivonisio
40120,7543.42,31,204,40120.0,Ivonita
40121,7015.04,32,368,40121.0,Ivoniza
40122,9543.1,32,555,40122.0,Ivonize
40123,7342.889999999999,30,239,40123.0,Ivonizete
40124,9093.03,34,186,40124.0,Ivonne
40125,5118.99,25,175,40125.0,Ivony
40126,9985.78,33,33,40126.0,Ivor
40127,6719.22,27,12,40127.0,Ivorema
40128,10892.27,39,28,40128.0,Ivori
40129,5671.36,24,1007,40129.0,Ivorlei
40130,9232.6,37,14,40130.0,Ivoti
40131,9191.720000000001,30,378,40131.0,Ivson
40132,6262.889999999999,26,148,40132.0,Ivsson
40133,7737.9,32,166,40133.0,Ivy
40134,6757.21,30,328,40134.0,Ivyna
40135,7292.79,32,322,40135.0,Ivys
40136,7699.86,30,364,40136.0,Ivyson
40137,4710.17,23,521,40137.0,Iwan
40138,5710.91,28,239,40138.0,Iwana
40139,5546.45,25,292,40139.0,Iwao
40140,8056.17,30,162,40140.0,Iwerson
40141,6624.07,31,26,40141.0,Iwry
40142,8998.44,35,31,40142.0,Iza
40143,12428.56,38,360,40143.0,Izaac
40144,7044.11,24,234,40144.0,Izaack
40145,9035.28,25,906,40145.0,Izaak
40146,6875.2300000000005,27,898,40146.0,Izaaque
40147,9951.7,38,8,40147.0,Izabel
40148,7101.41,24,391,40148.0,Izabela
40149,5292.87,27,374,40149.0,Izabele
40150,4484.53,24,434,40150.0,Izabeli
40151,10258.79,43,34,40151.0,Izabelino
40152,8432.380000000001,27,37,40152.0,Izabelita
40153,12780.89,34,394,40153.0,Izabella
40154,7596.16,28,509,40154.0,Izabelle
40155,6911.45,27,537,40155.0,Izabelli
40156,6124.3,26,153,40156.0,Izabelly
40157,7447.74,40,32,40157.0,Izabely
40158,5709.37,30,125,40158.0,Izabet
40159,10383.16,38,23,40159.0,Izabete
40160,6752.0,31,187,40160.0,Izabeth
40161,5124.2,24,97,40161.0,Izabeti
40162,8268.81,33,709,40162.0,Izabor
40163,9545.6,30,16,40163.0,Izac
40164,6335.34,22,469,40164.0,Izacc
40165,6548.04,28,21,40165.0,Izacio
40166,8517.03,34,338,40166.0,Izack
40167,7893.16,24,99,40167.0,Izadete
40168,10496.41,42,35,40168.0,Izadir
40169,7500.99,29,386,40169.0,Izadora
40170,8180.87,37,45,40170.0,Izael
40171,7151.900000000001,31,57,40171.0,Izaela
40172,4264.37,24,7,40172.0,Izaele
40173,10164.18,39,367,40173.0,Izaelia
40174,6105.44,30,554,40174.0,Izaelma
40175,5430.76,24,343,40175.0,Izaelson
40176,3989.17,25,235,40176.0,Izaely
40177,6453.51,26,438,40177.0,Izaene
40178,6239.67,26,24,40178.0,Izaete
40179,6765.83,26,150,40179.0,Izaeti
40180,7571.33,26,240,40180.0,Izafran
40181,9463.02,33,663,40181.0,Izai
40182,5454.72,37,52,40182.0,Izaia
40183,4047.42,28,156,40183.0,Izaiana
40184,9549.69,41,324,40184.0,Izaiane
40185,7915.89,30,382,40185.0,Izaias
40186,7832.77,22,81,40186.0,Izaida
40187,12785.66,40,2855,40187.0,Izaide
40188,8894.11,34,286,40188.0,Izaides
40189,7715.31,29,247,40189.0,Izail
40190,8947.91,29,126,40190.0,Izaila
40191,3862.09,23,69,40191.0,Izailda
40192,10244.37,38,192,40192.0,Izailde
40193,9056.7,29,291,40193.0,Izaildes
40194,4213.38,25,28,40194.0,Izaildo
40195,7066.61,27,285,40195.0,Izailma
40196,9072.7,22,727,40196.0,Izailson
40197,7877.85,28,101,40197.0,Izailtom
40198,11072.12,40,81,40198.0,Izailton
40199,8051.06,29,83,40199.0,Izaina
40200,6253.29,23,1308,40200.0,Izaine
40201,5228.51,22,286,40201.0,Izair
40202,5890.45,30,624,40202.0,Izaira
40203,9127.29,36,124,40203.0,Izaires
40204,6495.08,32,520,40204.0,Izais
40205,8867.82,31,142,40205.0,Izaita
40206,11440.45,40,9,40206.0,Izak
40207,7127.5,32,1039,40207.0,Izala
40208,5283.53,28,428,40208.0,Izalberto
40209,6033.68,27,181,40209.0,Izalda
40210,9263.15,42,62,40210.0,Izaldete
40211,8524.01,30,567,40211.0,Izaldi
40212,5943.99,30,416,40212.0,Izaldina
40213,8354.869999999999,35,9655,40213.0,Izaldino
40214,9915.94,31,71,40214.0,Izaldir
40215,6789.91,25,165,40215.0,Izaldite
40216,10951.9,34,237,40216.0,Izaldo
40217,7598.58,34,309,40217.0,Izalena
40218,8384.5,33,246,40218.0,Izalene
40219,6000.85,23,151,40219.0,Izalete
40220,6236.9,28,178,40220.0,Izali
40221,10006.98,37,186,40221.0,Izalia
40222,8698.97,36,7093,40222.0,Izalice
40223,5692.07,27,257,40223.0,Izalina
40224,6943.780000000001,24,902,40224.0,Izalinda
40225,6739.58,34,106,40225.0,Izaline
40226,5665.57,25,250,40226.0,Izalino
40227,8685.8,33,35,40227.0,Izalita
40228,7668.780000000001,29,42,40228.0,Izalmir
40229,10413.2,35,5,40229.0,Izalmira
40230,10108.869999999999,31,122,40230.0,Izaltina
40231,10217.01,40,229,40231.0,Izaltino
40232,5856.22,29,38,40232.0,Izalto
40233,8194.34,34,834,40233.0,Izam
40234,5374.08,22,290,40234.0,Izamar
40235,5544.45,23,519,40235.0,Izamara
40236,2874.98,18,893,40236.0,Izamaria
40237,4066.34,22,100,40237.0,Izameire
40238,7137.46,30,226,40238.0,Izamelia
40239,7167.36,22,584,40239.0,Izamilde
40240,6618.72,31,2,40240.0,Izamir
40241,8894.97,39,489,40241.0,Izamita
40242,7809.8,32,147,40242.0,Izan
40243,6137.14,28,255,40243.0,Izana
40244,8285.89,31,340,40244.0,Izanara
40245,7715.85,33,682,40245.0,Izandra
40246,11255.15,41,116,40246.0,Izandro
40247,7976.51,30,263,40247.0,Izane
40248,8478.05,34,1087,40248.0,Izanei
40249,6397.19,22,464,40249.0,Izaneia
40250,8059.94,31,333,40250.0,Izaneide
40251,7326.65,30,661,40251.0,Izanete
40252,7010.6900000000005,26,476,40252.0,Izaneth
40253,5942.97,25,13,40253.0,Izangela
40254,6573.0199999999995,24,50,40254.0,Izani
40255,8584.48,35,300,40255.0,Izania
40256,6181.88,24,158,40256.0,Izanias
40257,7334.63,34,191,40257.0,Izanil
40258,6922.16,35,359,40258.0,Izanilda
40259,7449.400000000001,32,1531,40259.0,Izanilde
40260,8575.75,39,215,40260.0,Izanildes
40261,4696.59,19,133,40261.0,Izanildo
40262,6861.92,32,135,40262.0,Izanilson
40263,9331.21,39,584,40263.0,Izanilton
40264,3971.6,22,898,40264.0,Izanio
40265,4802.0,23,912,40265.0,Izanir
40266,9470.56,39,254,40266.0,Izanira
40267,9898.39,35,2966,40267.0,Izanita
40268,7223.54,27,364,40268.0,Izano
40269,7409.41,29,35,40269.0,Izanor
40270,8630.35,36,387,40270.0,Izany
40271,6753.38,32,178,40271.0,Izaque
40272,7158.14,24,223,40272.0,Izaquel
40273,6968.34,30,15,40273.0,Izaquele
40274,8545.34,41,111,40274.0,Izaqueline
40275,9265.67,33,86,40275.0,Izaqueu
40276,5511.57,26,35,40276.0,Izaqui
40277,6059.27,24,414,40277.0,Izaquias
40278,6027.22,33,1024,40278.0,Izaquiel
40279,9783.0,34,39,40279.0,Izaquiela
40280,9236.45,29,251,40280.0,Izaquiele
40281,11005.23,43,98,40281.0,Izar
40282,8119.27,26,206,40282.0,Izara
40283,5207.15,27,162,40283.0,Izarina
40284,7334.8,34,301,40284.0,Izarlene
40285,5889.95,24,5920,40285.0,Izau
40286,5544.81,25,416,40286.0,Izaudete
40287,7257.7,30,183,40287.0,Izaudino
40288,8472.43,36,13,40288.0,Izaul
40289,5320.5,23,25,40289.0,Izaulina
40290,8689.33,31,183,40290.0,Izaulino
40291,7178.07,35,108,40291.0,Izaura
40292,7999.99,35,0,40292.0,Izauri
40293,10030.69,34,94,40293.0,Izauria
40294,7797.04,35,175,40294.0,Izaurina
40295,6400.43,28,163,40295.0,Izaurino
40296,4174.88,21,384,40296.0,Izaurita
40297,7174.14,32,122,40297.0,Izauro
40298,7602.52,29,411,40298.0,Izautino
40299,7909.87,31,2,40299.0,Izavan
40300,8807.17,35,299,40300.0,Ize
40301,4223.4,23,347,40301.0,Izebina
40302,10498.32,37,14,40302.0,Izelda
40303,7273.03,37,288,40303.0,Izele
40304,5964.75,28,889,40304.0,Izelene
40305,6266.9400000000005,33,37,40305.0,Izeli
40306,5058.3099999999995,25,747,40306.0,Izelia
40307,7914.2,24,377,40307.0,Izelina
40308,8927.57,36,495,40308.0,Izelino
40309,5877.9,24,981,40309.0,Izelita
40310,11591.34,41,4838,40310.0,Izelma
40311,9426.56,28,283,40311.0,Izelso
40312,10877.01,30,330,40312.0,Izemar
40313,6868.7,23,82,40313.0,Izena
40314,5949.5,25,1229,40314.0,Izenaide
40315,8564.34,38,778,40315.0,Izenaldo
40316,7414.41,30,182,40316.0,Izene
40317,7334.2300000000005,31,409,40317.0,Izeneide
40318,6124.41,26,215,40318.0,Izenete
40319,8014.05,32,193,40319.0,Izeni
40320,9169.01,35,87,40320.0,Izenia
40321,8959.29,41,801,40321.0,Izenil
40322,5947.3099999999995,23,22,40322.0,Izenilda
40323,7630.36,24,936,40323.0,Izenilde
40324,10653.39,39,638,40324.0,Izenildes
40325,4689.92,27,5921,40325.0,Izenildo
40326,6496.31,32,339,40326.0,Izenilson
40327,7155.21,31,62,40327.0,Izenilton
40328,9315.949999999999,40,167,40328.0,Izenir
40329,5679.34,27,554,40329.0,Izenita
40330,9954.97,37,78,40330.0,Izequias
40331,7277.62,22,472,40331.0,Izequiel
40332,4961.49,23,351,40332.0,Izes
40333,6075.34,27,618,40333.0,Izete
40334,6374.26,22,291,40334.0,Izeth
40335,9348.6,36,155,40335.0,Izeti
40336,7549.61,24,1219,40336.0,Izeu
40337,4652.66,17,240,40337.0,Izeuda
40338,8017.44,26,73,40338.0,Izi
40339,5796.28,25,369,40339.0,Izia
40340,5504.33,26,366,40340.0,Iziana
40341,5722.71,26,1200,40341.0,Iziane
40342,9080.5,35,460,40342.0,Iziara
40343,4837.61,22,555,40343.0,Izide
40344,7217.599999999999,31,9,40344.0,Izidia
40345,5291.1,23,50,40345.0,Izidio
40346,9351.869999999999,37,173,40346.0,Izidora
40347,7565.62,38,75,40347.0,Izidoria
40348,7911.6,31,134,40348.0,Izidorio
40349,9902.07,40,186,40349.0,Izidoro
40350,7308.17,32,519,40350.0,Izidro
40351,10141.05,44,282,40351.0,Iziel
40352,8862.46,29,278,40352.0,Iziele
40353,8834.47,36,140,40353.0,Iziene
40354,8033.97,27,255,40354.0,Izila
40355,10185.59,34,60,40355.0,Izilane
40356,9768.83,37,12,40356.0,Izilda
40357,5821.400000000001,21,231,40357.0,Izildete
40358,9304.77,31,134,40358.0,Izildina
40359,5653.39,28,241,40359.0,Izildinha
40360,5776.0199999999995,22,737,40360.0,Izildo
40361,7880.83,30,2,40361.0,Izilene
40362,7040.88,36,179,40362.0,Izilia
40363,10945.93,40,499,40363.0,Izilio
40364,9892.74,38,59,40364.0,Izilma
40365,9318.59,33,234,40365.0,Izilmar
40366,7575.5,32,730,40366.0,Izimar
40367,6718.22,38,340,40367.0,Izineide
40368,9120.63,29,304,40368.0,Izinete
40369,4280.24,24,1757,40369.0,Izinha
40370,10458.29,29,323,40370.0,Izio
40371,9365.94,37,208,40371.0,Izione
40372,6486.570000000001,29,483,40372.0,Iziquel
40373,7279.65,22,709,40373.0,Iziquiel
40374,5726.58,29,403,40374.0,Izis
40375,9493.1,33,345,40375.0,Iziz
40376,6484.61,25,57,40376.0,Izo
40377,11339.74,37,425,40377.0,Izodete
40378,8253.95,25,208,40378.0,Izoe
40379,6925.21,31,100,40379.0,Izoel
40380,8354.89,31,341,40380.0,Izoete
40381,8185.46,34,19,40381.0,Izola
40382,9884.02,34,258,40382.0,Izolda
40383,5990.05,19,317,40383.0,Izolde
40384,12682.94,38,47,40384.0,Izoldi
40385,10648.94,35,27,40385.0,Izoldina
40386,9377.39,32,9760,40386.0,Izoldino
40387,10099.93,39,169,40387.0,Izoleide
40388,6490.28,33,319,40388.0,Izolene
40389,8417.17,36,39,40389.0,Izoleta
40390,7306.09,33,390,40390.0,Izolete
40391,7702.48,25,29,40391.0,Izoli
40392,7666.03,35,146,40392.0,Izolina
40393,8123.19,35,231,40393.0,Izolinda
40394,9078.42,38,2506,40394.0,Izolino
40395,8316.26,32,532,40395.0,Izomar
40396,5593.139999999999,22,266,40396.0,Izomara
40397,6732.570000000001,23,548,40397.0,Izon
40398,7237.93,25,282,40398.0,Izonaldo
40399,4943.49,26,214,40399.0,Izonei
40400,8607.59,31,219,40400.0,Izoneide
40401,6433.5599999999995,27,797,40401.0,Izonel
40402,5724.48,26,307,40402.0,Izonete
40403,7760.26,30,23,40403.0,Izoni
40404,5823.35,23,614,40404.0,Izonia
40405,8326.38,32,199,40405.0,Izonilda
40406,4258.150000000001,24,14,40406.0,Izonilde
40407,10013.42,35,88,40407.0,Izonildo
40408,7219.68,28,22,40408.0,Izonir
40409,7619.610000000001,31,16,40409.0,Izonita
40410,7763.06,24,648,40410.0,Izoraide
40411,11414.89,42,428,40411.0,Izordino
40412,5326.58,25,134,40412.0,Izorete
40413,9406.31,30,935,40413.0,Izrael
40414,6093.59,26,11,40414.0,Izuleide
40415,4881.42,28,222,40415.0,Izulina
40416,9123.22,29,150,40416.0,Izumi
40417,5788.88,29,152,40417.0,Izuperio
40418,5650.77,24,110,40418.0,Izy
40419,6374.55,32,42,40419.0,Izys
40420,6057.19,25,311,40420.0,Izza
40421,5650.04,31,59,40421.0,Jaana
40422,7897.43,36,1047,40422.0,Jaao
40423,4531.3,26,711,40423.0,Jaasiel
40424,9118.53,33,665,40424.0,Jaaziel
40425,8144.639999999999,30,144,40425.0,Jabel
40426,6880.6,28,76,40426.0,Jaber
40427,8363.35,28,527,40427.0,Jaberson
40428,7400.08,29,11,40428.0,Jabes
40429,6871.360000000001,25,262,40429.0,Jabete
40430,5262.74,29,220,40430.0,Jabez
40431,9546.17,38,168,40431.0,Jabio
40432,6368.900000000001,27,168,40432.0,Jabis
40433,9161.34,31,13,40433.0,Jabison
40434,7481.97,28,1676,40434.0,Jabner
40435,8036.9,31,85,40435.0,Jabs
40436,8287.84,29,566,40436.0,Jabson
40437,8129.39,33,0,40437.0,Jac
40438,9522.14,40,288,40438.0,Jacana
40439,7485.75,24,234,40439.0,Jacanan
40440,6757.05,37,159,40440.0,Jacauna
40441,5878.65,26,677,40441.0,Jace
40442,7891.59,25,582,40442.0,Jaceane
40443,10298.22,40,269,40443.0,Jaceara
40444,7697.650000000001,24,631,40444.0,Jaceguai
40445,6544.01,28,154,40445.0,Jaceia
40446,4777.24,19,61,40446.0,Jacele
40447,8595.91,25,60,40447.0,Jaceli
40448,8349.51,29,141,40448.0,Jacelia
40449,7095.08,30,126,40449.0,Jacelina
40450,4448.27,32,372,40450.0,Jaceline
40451,6398.8,26,421,40451.0,Jacelino
40452,5490.14,26,120,40452.0,Jacelma
40453,7748.360000000001,31,119,40453.0,Jacely
40454,5575.32,28,727,40454.0,Jacema
40455,10728.5,38,147,40455.0,Jacemar
40456,4204.37,19,1487,40456.0,Jacemir
40457,4952.59,28,108,40457.0,Jaceni
40458,6555.67,29,119,40458.0,Jacenilda
40459,7676.7,32,94,40459.0,Jacenilde
40460,9131.72,34,399,40460.0,Jacenilson
40461,6967.96,30,235,40461.0,Jacenir
40462,7215.65,23,137,40462.0,Jacenira
40463,7446.17,29,185,40463.0,Jacheline
40464,8850.77,37,15,40464.0,Jachison
40465,10278.26,32,234,40465.0,Jachson
40466,8136.36,27,226,40466.0,Jaci
40467,6763.74,23,212,40467.0,Jacia
40468,7690.72,30,299,40468.0,Jaciana
40469,7437.09,33,21,40469.0,Jaciane
40470,9592.039999999999,42,123,40470.0,Jaciani
40471,6937.82,32,552,40471.0,Jacianne
40472,6805.06,30,717,40472.0,Jaciano
40473,4770.97,25,213,40473.0,Jaciany
40474,6177.89,35,138,40474.0,Jaciara
40475,5875.21,24,61,40475.0,Jaciaria
40476,6464.99,32,896,40476.0,Jaciclea
40477,4504.34,21,1238,40477.0,Jaciclei
40478,5131.64,25,522,40478.0,Jacicleia
40479,7626.89,24,57,40479.0,Jacicleide
40480,8035.0199999999995,29,0,40480.0,Jaciclene
40481,7549.58,26,21,40481.0,Jacidalva
40482,9185.3,37,152,40482.0,Jaciel
40483,10234.22,40,325,40483.0,Jaciela
40484,9595.3,25,2443,40484.0,Jaciele
40485,9257.25,38,290,40485.0,Jacielen
40486,8071.7,31,17,40486.0,Jacieli
40487,10555.55,36,302,40487.0,Jacielia
40488,6397.37,29,11,40488.0,Jacielio
40489,8375.83,27,146,40489.0,Jacielle
40490,4824.61,23,32,40490.0,Jacielli
40491,7925.0599999999995,30,161,40491.0,Jacielly
40492,10101.6,39,95,40492.0,Jacielma
40493,8097.5199999999995,30,763,40493.0,Jacielmo
40494,6789.46,27,134,40494.0,Jacielson
40495,5132.26,27,65,40495.0,Jaciely
40496,3532.2,22,3,40496.0,Jaciene
40497,8647.3,31,731,40497.0,Jaciete
40498,8009.66,33,207,40498.0,Jaciguara
40499,8766.08,34,153,40499.0,Jacijane
40500,9457.57,35,1070,40500.0,Jacikele
40501,8129.65,35,379,40501.0,Jacil
40502,5900.63,24,796,40502.0,Jacila
40503,7226.26,30,88,40503.0,Jacilaine
40504,5155.07,26,125,40504.0,Jacilandia
40505,5775.57,28,477,40505.0,Jacilane
40506,5374.86,27,24,40506.0,Jacilania
40507,9610.529999999999,33,152,40507.0,Jacilda
40508,8934.56,36,19,40508.0,Jacilde
40509,9328.94,30,1555,40509.0,Jacildo
40510,10367.98,39,596,40510.0,Jacilea
40511,11524.02,37,15,40511.0,Jacilei
40512,7161.11,36,878,40512.0,Jacileia
40513,9005.48,30,585,40513.0,Jacileide
40514,3080.88,17,387,40514.0,Jacilena
40515,5613.11,35,421,40515.0,Jacilene
40516,7119.3,28,740,40516.0,Jacileni
40517,6444.6,29,259,40517.0,Jacileno
40518,9016.84,39,427,40518.0,Jacilete
40519,8560.2,29,98,40519.0,Jacilia
40520,5208.9,19,505,40520.0,Jaciliane
40521,7392.59,30,446,40521.0,Jacilio
40522,6249.92,24,157,40522.0,Jacilma
40523,6210.81,21,747,40523.0,Jacilmara
40524,7810.6,35,446,40524.0,Jacilon
40525,7390.03,32,8556,40525.0,Jacilva
40526,6653.2699999999995,22,115,40526.0,Jacima
40527,7632.8099999999995,31,159,40527.0,Jacimar
40528,9539.29,34,2431,40528.0,Jacimara
40529,8446.68,37,147,40529.0,Jacimaria
40530,6739.66,31,346,40530.0,Jacimario
40531,6401.0199999999995,23,306,40531.0,Jacimary
40532,8044.67,31,5109,40532.0,Jacimeire
40533,3636.35,31,614,40533.0,Jacimere
40534,8947.89,38,20,40534.0,Jacimira
40535,5963.14,24,602,40535.0,Jacimone
40536,7157.17,29,304,40536.0,Jacina
40537,6151.73,25,20,40537.0,Jacinaldo
40538,9409.68,33,178,40538.0,Jacinalva
40539,8140.63,33,491,40539.0,Jacinara
40540,11940.95,39,97,40540.0,Jacinaria
40541,7357.61,31,980,40541.0,Jacinea
40542,7148.94,29,634,40542.0,Jacinei
40543,7241.47,30,146,40543.0,Jacineia
40544,6819.13,26,50,40544.0,Jacineide
40545,7894.12,31,3933,40545.0,Jacineiva
40546,8807.74,29,128,40546.0,Jacinelia
40547,3470.67,24,135,40547.0,Jacinelma
40548,5673.15,33,136,40548.0,Jacinete
40549,9430.18,37,161,40549.0,Jacinilda
40550,5704.21,25,36,40550.0,Jacinildo
40551,5641.24,22,460,40551.0,Jacinira
40552,6304.7,21,258,40552.0,Jacinta
40553,9916.54,40,221,40553.0,Jacintha
40554,6392.16,25,167,40554.0,Jacintho
40555,8206.75,31,483,40555.0,Jacinto
40556,4441.57,27,120,40556.0,Jacio
40557,8211.31,27,28,40557.0,Jacion
40558,9693.05,32,248,40558.0,Jacionara
40559,13814.41,39,85,40559.0,Jacione
40560,12274.83,41,1889,40560.0,Jacioneide
40561,8277.75,33,186,40561.0,Jacionete
40562,4439.96,26,1116,40562.0,Jacioni
40563,6981.47,30,296,40563.0,Jaciquele
40564,8696.369999999999,31,201,40564.0,Jacir
40565,6131.679999999999,28,397,40565.0,Jacira
40566,5409.89,28,217,40566.0,Jaciran
40567,7331.45,30,788,40567.0,Jacirema
40568,5540.26,26,250,40568.0,Jacirena
40569,7351.58,34,72,40569.0,Jacirene
40570,9953.57,34,134,40570.0,Jacireni
40571,5427.52,21,288,40571.0,Jaciria
40572,6778.16,26,118,40572.0,Jacirlei
40573,7535.98,34,12,40573.0,Jacirleide
40574,12202.7,40,840,40574.0,Jacirlene
40575,8243.9,33,264,40575.0,Jacirley
40576,7223.2,28,76,40576.0,Jaciro
40577,10446.65,40,246,40577.0,Jacitara
40578,5947.2,25,214,40578.0,Jaciva
40579,10875.77,33,355,40579.0,Jacival
40580,5701.18,20,364,40580.0,Jacivalda
40581,8913.07,30,634,40581.0,Jacivaldo
40582,10202.58,45,168,40582.0,Jacivan
40583,7573.3,26,409,40583.0,Jacivania
40584,7476.7,28,125,40584.0,Jack
40585,8156.16,31,199,40585.0,Jackciane
40586,6119.73,28,8,40586.0,Jackciel
40587,6769.900000000001,34,124,40587.0,Jackcilene
40588,6659.47,27,186,40588.0,Jackelaine
40589,6594.12,30,918,40589.0,Jackelane
40590,6599.29,29,5510,40590.0,Jackelene
40591,9353.75,38,780,40591.0,Jackelina
40592,8896.66,36,296,40592.0,Jackeline
40593,8718.57,36,49,40593.0,Jackelini
40594,8086.86,31,535,40594.0,Jackelinne
40595,8889.130000000001,32,500,40595.0,Jackeliny
40596,5980.11,32,745,40596.0,Jackelline
40597,6778.3,27,466,40597.0,Jackelliny
40598,6349.98,22,262,40598.0,Jackellyne
40599,10703.66,31,1426,40599.0,Jackelyne
40600,9579.8,36,96,40600.0,Jackes
40601,7122.92,27,1171,40601.0,Jackeson
40602,5444.38,31,619,40602.0,Jackie
40603,5343.32,22,128,40603.0,Jackiele
40604,5509.04,30,528,40604.0,Jackilene
40605,10339.13,37,778,40605.0,Jackis
40606,9950.29,35,9041,40606.0,Jackison
40607,7739.38,29,632,40607.0,Jacklaine
40608,8654.76,30,91,40608.0,Jacklane
40609,7852.98,29,1328,40609.0,Jacklene
40610,7974.53,25,828,40610.0,Jackline
40611,6018.76,21,324,40611.0,Jacks
40612,7636.38,28,39,40612.0,Jacksandra
40613,11211.22,33,16,40613.0,Jacksiel
40614,4883.46,25,1401,40614.0,Jacksilene
40615,7416.61,29,46,40615.0,Jackson
40616,9459.4,30,7542,40616.0,Jacksson
40617,6659.76,23,265,40617.0,Jacksuel
40618,6341.73,23,4754,40618.0,Jacleane
40619,10850.34,33,312,40619.0,Jaclecia
40620,6421.66,33,170,40620.0,Jaclecio
40621,6151.34,28,143,40621.0,Jacleia
40622,8181.150000000001,38,19,40622.0,Jacleide
40623,7986.28,27,152,40623.0,Jaclene
40624,6234.43,23,349,40624.0,Jacline
40625,8272.73,31,284,40625.0,Jaco
40626,6130.11,32,392,40626.0,Jacob
40627,6463.43,25,227,40627.0,Jacobe
40628,9376.09,32,238,40628.0,Jacobina
40629,11375.17,36,429,40629.0,Jacobson
40630,4618.59,21,49,40630.0,Jacobus
40631,7460.13,34,26,40631.0,Jacome
40632,8885.46,31,16,40632.0,Jacomina
40633,6413.08,28,218,40633.0,Jacomino
40634,4477.56,23,123,40634.0,Jacomo
40635,9167.34,31,424,40635.0,Jacon
40636,9214.12,40,4572,40636.0,Jaconia
40637,8800.53,31,436,40637.0,Jaconias
40638,7347.099999999999,26,142,40638.0,Jacqeline
40639,8011.68,31,13,40639.0,Jacqson
40640,10196.17,36,329,40640.0,Jacquelaine
40641,9804.73,36,32,40641.0,Jacquelane
40642,8106.07,30,272,40642.0,Jacquelene
40643,7432.04,24,505,40643.0,Jacquelina
40644,9349.0,25,148,40644.0,Jacqueline
40645,7136.64,31,487,40645.0,Jacquelini
40646,7162.64,31,168,40646.0,Jacqueliny
40647,5501.43,27,165,40647.0,Jacquelline
40648,7510.6900000000005,26,823,40648.0,Jacquelyne
40649,5764.54,24,245,40649.0,Jacques
40650,8394.23,31,90,40650.0,Jacqueson
40651,5353.93,22,199,40651.0,Jacquiline
40652,5031.17,24,593,40652.0,Jacquison
40653,8066.610000000001,32,10,40653.0,Jacsandra
40654,4758.89,20,197,40654.0,Jacsandro
40655,8925.039999999999,24,618,40655.0,Jacseli
40656,4990.5,23,373,40656.0,Jacsiane
40657,6533.44,25,406,40657.0,Jacson
40658,7098.65,33,955,40658.0,Jacton
40659,7188.5199999999995,30,229,40659.0,Jacy
40660,8691.460000000001,36,8,40660.0,Jacyana
40661,8631.95,36,611,40661.0,Jacyane
40662,9484.15,33,375,40662.0,Jacyanne
40663,9409.0,30,48,40663.0,Jacyara
40664,3515.8599999999997,17,446,40664.0,Jacyele
40665,6184.98,25,297,40665.0,Jacyelle
40666,5050.25,21,182,40666.0,Jacyene
40667,8245.220000000001,39,2594,40667.0,Jacylene
40668,9055.09,30,164,40668.0,Jacymara
40669,9307.08,31,54,40669.0,Jacyr
40670,10103.92,35,23,40670.0,Jacyra
40671,8656.19,26,407,40671.0,Jacyrema
40672,8704.07,33,330,40672.0,Jad
40673,8014.61,31,78,40673.0,Jadaias
40674,7471.54,21,468,40674.0,Jadailson
40675,7482.650000000001,28,773,40675.0,Jadair
40676,6285.889999999999,29,515,40676.0,Jadas
40677,9880.91,27,427,40677.0,Jadde
40678,8503.22,38,61,40678.0,Jaddy
40679,9451.630000000001,36,472,40679.0,Jade
40680,7766.61,24,170,40680.0,Jadean
40681,6432.52,25,94,40681.0,Jadeane
40682,4372.65,28,635,40682.0,Jadeilda
40683,7437.59,35,66,40683.0,Jadeildo
40684,8856.33,33,6283,40684.0,Jadeilma
40685,3783.6,19,257,40685.0,Jadeilson
40686,5326.18,28,950,40686.0,Jadeilton
40687,5832.67,25,1557,40687.0,Jadeilza
40688,7038.82,28,9,40688.0,Jadeir
40689,5699.42,20,1124,40689.0,Jadel
